macroalgae.yes.no,binary,name,time,plot.id
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
S,0,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
S,0,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
SARG,1,lo-9-c3,June,control 9
